题目名,提交次数,相邻提交分数相同次数,提交用户数,未满分用户数,分数为0用户数,分数,平均分,分数中位数,平均提交次数,提交次数中位数,平均相邻提交分数相同次数,相邻提交分数相同次数中位数
四数相加 II,"[1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",44,1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 60, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",99.0909090909091,100.0,1.2045454545454546,1.0,0.13636363636363635,0.0
寻找比目标字母大的最小字母,"[1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 15, 1, 1, 1, 21, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 4]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",46,0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,1.9782608695652173,1.0,0.5217391304347826,0.0
寻找右区间,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",44,1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 20, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",98.18181818181819,100.0,1.2954545454545454,1.0,0.1590909090909091,0.0
找出第k小的距离对,"[17, 4, 1, 1, 1, 1, 1, 4, 13, 1, 3, 2, 1, 1, 1, 6, 1, 1, 1, 2, 1, 1, 1, 2, 9, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 3, 9, 1, 1, 1, 1, 1, 18, 1, 1, 1]","[14, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 1, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 8, 0, 0, 0, 0, 0, 10, 0, 0, 0]",48,3,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 80, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 80, 100, 100, 100, 80, 100, 100, 100]",98.75,100.0,2.6875,1.0,1.0416666666666667,0.0
交替重新排列阵列,"[1, 3, 2, 1, 1, 1, 4, 13, 66, 2, 2, 2, 13, 1, 2, 1, 2, 1, 6, 4, 3, 6, 1, 2, 1, 8, 1, 1, 2, 6, 1, 1, 2, 12, 24, 5, 1, 1, 3, 1, 2]","[0, 1, 1, 0, 0, 0, 1, 10, 56, 1, 1, 1, 11, 0, 1, 0, 1, 0, 3, 2, 2, 5, 0, 1, 0, 6, 0, 0, 1, 5, 0, 0, 1, 7, 20, 4, 0, 0, 1, 0, 2]",41,4,1,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 75, 25, 100, 100, 100, 100, 100, 50, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0]",93.90243902439025,100.0,5.170731707317073,2.0,3.5365853658536586,1.0
最大数字,"[1, 4, 1, 1, 1, 1, 1, 5, 1, 8, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 3, 7, 1, 2, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 3, 4, 1, 1, 1, 1, 3, 1, 1]","[0, 1, 0, 0, 0, 0, 0, 3, 0, 7, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",44,0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,1.8181818181818181,1.0,0.5,0.0
不允许连续1,"[3, 3, 1, 1, 1, 1, 3, 7, 2, 2, 6, 1, 1, 8, 1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[2, 0, 0, 0, 0, 0, 1, 6, 1, 1, 5, 0, 0, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",43,0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,1.7906976744186047,1.0,0.5813953488372093,0.0
下一个较小元素,"[4, 8, 1, 1, 1, 4, 1, 3, 3, 6, 6, 1, 1, 1, 2, 7, 1, 4, 1, 2, 1, 3, 1, 1, 4, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 3, 1, 2]","[3, 7, 0, 0, 0, 3, 0, 2, 2, 5, 5, 0, 0, 0, 1, 6, 0, 3, 0, 1, 0, 2, 0, 0, 3, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 2]",44,1,1,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0]",97.72727272727273,100.0,2.159090909090909,1.0,1.1818181818181819,0.0
字符串中最小的滑窗,"[1, 2, 2, 1, 1, 1, 20, 11, 40, 61, 1, 1, 6, 1, 1, 7, 1, 7, 3, 1, 13, 3, 1, 3, 1, 2, 1, 2, 1, 1, 2, 1, 3, 1, 1, 2, 1]","[0, 0, 0, 0, 0, 0, 12, 5, 36, 49, 0, 0, 4, 0, 0, 2, 0, 3, 2, 0, 10, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",37,0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,5.621621621621622,1.0,3.4864864864864864,0.0
折点数,"[12, 1, 1, 1, 1, 1, 2, 19, 1, 2, 6, 1, 1, 1, 15, 1, 9, 1, 2, 1, 7, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 9, 1, 1, 2, 1, 1]","[8, 0, 0, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0, 0, 5, 0, 4, 0, 1, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]",43,0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,2.7906976744186047,1.0,0.7906976744186046,0.0
非重复字符,"[7, 2, 1, 1, 1, 1, 1, 7, 1, 17, 1, 2, 4, 1, 3, 2, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 4, 1, 1, 1, 1, 1]","[5, 1, 0, 0, 0, 0, 0, 5, 0, 14, 0, 0, 2, 0, 2, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",43,0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,2.0697674418604652,1.0,0.8604651162790697,0.0
满足方程式,"[16, 1, 1, 1, 1, 8, 11, 16, 13, 2, 1, 11, 24, 1, 1, 8, 1, 7, 1, 1, 26, 1, 1, 1, 2, 1, 5, 1, 3, 1, 1, 1, 1, 10, 1, 1, 1, 6, 2]","[15, 0, 0, 0, 0, 7, 7, 15, 12, 2, 0, 10, 11, 0, 0, 7, 0, 6, 0, 0, 25, 0, 0, 0, 1, 0, 4, 0, 1, 0, 0, 0, 0, 9, 0, 0, 0, 3, 1]",39,1,1,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",97.43589743589743,100.0,4.923076923076923,1.0,3.4871794871794872,0.0
帕多万序列,"[2, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 9, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1]","[1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 8, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]",44,0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,1.4772727272727273,1.0,0.45454545454545453,0.0
最短的通用超序列,"[1, 3, 1, 1, 1, 1, 1, 5, 2, 3, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 2, 2]","[0, 2, 0, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0]",38,0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,1.4736842105263157,1.0,0.34210526315789475,0.0
完美总和问题,"[1, 10, 1, 1, 1, 1, 1, 18, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[0, 6, 0, 0, 0, 0, 0, 14, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",41,0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,1.8048780487804879,1.0,0.6585365853658537,0.0
具有1到n范围内的交替位的数字,"[5, 7, 1, 1, 1, 2, 1, 4, 2, 8, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 2, 3, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 5, 1]","[4, 5, 0, 0, 0, 1, 0, 1, 1, 6, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0]",40,0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,1.9,1.0,0.75,0.0
最大利润,"[5, 6, 1, 3, 1, 1, 3, 9, 20, 11, 1, 2, 1, 1, 1, 3, 1, 1, 1, 24, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 10, 1]","[4, 5, 0, 2, 0, 0, 2, 5, 9, 9, 0, 1, 0, 0, 0, 2, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0]",38,0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,3.289473684210526,1.0,1.631578947368421,0.0
位数为N且可被10 ^ N整除的最小数字,"[18, 2, 1, 1, 1, 1, 1, 5, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[10, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",41,0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,1.5853658536585367,1.0,0.34146341463414637,0.0
禁止跳过任务,"[5, 9, 1, 1, 1, 1, 1, 5, 9, 7, 1, 1, 2, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1]","[4, 9, 0, 0, 0, 0, 0, 1, 5, 6, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",39,2,2,"[100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",94.87179487179488,100.0,2.0,1.0,0.8974358974358975,0.0
左边最小的数字,"[1, 3, 1, 1, 1, 1, 3, 4, 28, 3, 1, 1, 2, 2, 30, 1, 3, 1, 6, 1, 1, 16, 2, 2, 4, 3, 1, 4, 1, 1, 1, 1, 1, 1, 2, 1, 1, 10, 1]","[0, 1, 0, 0, 0, 0, 2, 1, 18, 2, 0, 0, 1, 1, 27, 0, 2, 0, 5, 0, 0, 14, 1, 1, 4, 1, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 7, 0]",39,1,1,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",97.43589743589743,100.0,3.7948717948717947,1.0,2.358974358974359,0.0
下一个更大的元素,"[1, 10, 1, 1, 2, 1, 9, 5, 2, 7, 1, 1, 9, 1, 3, 1, 3, 1, 5, 2, 1, 20, 1, 3, 1, 4, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 2]","[0, 2, 0, 0, 1, 0, 4, 1, 0, 3, 0, 0, 2, 0, 1, 0, 1, 0, 3, 0, 0, 8, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",40,1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 60]",99.0,100.0,2.875,1.0,0.8,0.0
子序列增加,"[5, 10, 1, 1, 1, 1, 1, 5, 4, 29, 3, 1, 1, 1, 1, 1, 7, 1, 3, 2, 12, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 2, 2, 1, 2, 2, 1]","[4, 9, 0, 0, 0, 0, 0, 0, 3, 16, 2, 0, 0, 0, 0, 0, 6, 0, 2, 1, 11, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0]",39,1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 20, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",97.94871794871794,100.0,2.9743589743589745,1.0,1.564102564102564,0.0
将所有位设置为数字的给定范围,"[19, 12, 1, 1, 1, 1, 1, 7, 21, 9, 1, 1, 1, 4, 1, 2, 1, 3, 1, 1, 1, 1, 7, 1, 1, 1, 4, 1, 1, 1, 2, 1, 1, 1, 1, 3, 4, 1, 1, 6, 1]","[14, 6, 0, 0, 0, 0, 0, 3, 11, 7, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 2, 2, 0, 0, 2, 0]",41,1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 75, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",99.39024390243902,100.0,3.1707317073170733,1.0,1.3414634146341464,0.0
最小操作数,"[10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",42,0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,1.3571428571428572,1.0,0.23809523809523808,0.0
唯一路径数,"[4, 3, 1, 1, 1, 2, 1, 1, 3, 3, 1, 1, 5, 1, 1, 1, 2, 1, 1, 1, 2, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1]","[3, 2, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0]",39,0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,1.5897435897435896,1.0,0.48717948717948717,0.0
两个数组的交集,"[2, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1]","[1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",44,0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,1.25,1.0,0.25,0.0
隔离链表中的偶数和奇数节点,"[9, 1, 1, 1, 1, 1, 2, 7, 2, 2, 2, 1, 1, 1, 4, 1, 1, 2, 2, 1, 3, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 1, 1]","[8, 0, 0, 0, 0, 0, 1, 6, 1, 1, 1, 0, 0, 0, 3, 0, 0, 1, 1, 0, 2, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0]",43,0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,1.744186046511628,1.0,0.7441860465116279,0.0
领导者阵列,"[8, 5, 1, 1, 1, 1, 2, 5, 1, 1, 2, 1, 1, 1, 6, 1, 1, 1, 1, 1, 4, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[7, 4, 0, 0, 0, 0, 0, 4, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",43,0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,1.6511627906976745,1.0,0.627906976744186,0.0
在给定约束下可以使用a，b和c形成的字符串数,"[8, 7, 1, 1, 1, 1, 1, 6, 2, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1]","[5, 5, 0, 0, 0, 0, 0, 3, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",41,0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,1.7317073170731707,1.0,0.5365853658536586,0.0
不常见字符,"[25, 16, 1, 1, 1, 1, 1, 10, 8, 39, 2, 1, 1, 1, 8, 1, 1, 1, 2, 1, 5, 2, 2, 7, 1, 2, 1, 2, 1, 1, 1, 7, 2, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1]","[24, 13, 0, 0, 0, 0, 0, 9, 7, 38, 1, 0, 0, 0, 7, 0, 0, 0, 1, 0, 4, 1, 1, 6, 0, 1, 0, 2, 0, 0, 0, 6, 1, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0]",44,2,1,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 75, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",97.1590909090909,100.0,3.8636363636363638,1.0,2.840909090909091,0.0
计算零Xor对,"[2, 2, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2]","[1, 1, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",41,0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,1.2682926829268293,1.0,0.2682926829268293,0.0
算术级数,"[13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]","[12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",45,1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 20, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",98.22222222222223,100.0,1.4444444444444444,1.0,0.4444444444444444,0.0
